Timestamp,Temperature,Pressure,FlowRate,CatalystLevel,Failure,Z_Temperature,Z_Pressure,Z_FlowRate,Z_CatalystLevel,DetectedFailure
2025-08-01 00:00:00,100.00487547327609,14.999335373999935,50.00366696230283,99.98568285112438,0,,,,,0
2025-08-01 00:01:00,99.98823572757622,14.999695965677594,50.014392547254054,99.98768570937358,0,,,,,0
2025-08-01 00:02:00,100.00024294670912,14.99830528024762,50.02342115204661,99.95777250435609,0,,,,,0
2025-08-01 00:03:00,100.0152919821714,14.999743985729978,50.037110905518944,99.96010187265708,0,,,,,0
2025-08-01 00:04:00,99.98407541915292,14.999599958069924,50.03708788471884,99.94143736164332,0,,,,,0
2025-08-01 00:05:00,99.96324054704311,14.999889998466406,50.04072948752864,99.93258790278632,0,,,,,0
2025-08-01 00:06:00,99.9652859934938,15.002215778258288,50.046867651951665,99.95348919610171,0,,,,,0
2025-08-01 00:07:00,99.9602261120163,15.003732218358875,50.048567532320355,99.9629293874693,0,,,,,0
2025-08-01 00:08:00,99.95995729349625,15.00342565273759,50.04380120060135,99.9742975779608,0,,,,,0
2025-08-01 00:09:00,99.94630859065506,15.00283243255272,50.03981189018928,99.93887348119296,0,,,,,0
2025-08-01 00:10:00,99.96037895825286,15.0025068875412,50.03000118940932,99.97561138458954,0,,,,,0
2025-08-01 00:11:00,99.97282362921972,15.003016785789676,50.03506059136824,99.95177375837068,0,,,,,0
2025-08-01 00:12:00,99.97388012038073,15.002911561655427,50.03393240927921,99.98234497465656,0,,,,,0
2025-08-01 00:13:00,99.9919159796922,15.002516317510423,50.02597432427157,100.0027758519762,0,,,,,0
2025-08-01 00:14:00,99.99939612916825,15.003983498761132,50.01802738643968,100.0143225068119,0,,,,,0
2025-08-01 00:15:00,99.9856474497621,15.003869288869351,50.00350260170628,99.99722281119374,0,0.0855230067188195,-0.1571333530303216,-0.7896517850667729,1.159986394072941,0
2025-08-01 00:16:00,99.99154746230742,15.006168877962391,50.01524869780113,100.00025460809012,0,0.31700510859555847,0.49066661411705365,-0.11426941073361592,1.289455851710728,0
2025-08-01 00:17:00,99.97620534069416,15.006259620526144,50.01619210983551,99.99083617987722,0,-0.5150370959308328,0.48709304612849896,-0.06616998313430456,1.0246599241682979,0
2025-08-01 00:18:00,99.99026054551508,15.008044938920367,50.00583850960063,99.99141697130732,0,0.10095189322969036,1.0635999124393394,-0.6199276597223438,1.0399991036598368,0
2025-08-01 00:19:00,99.9894617309393,15.00840225834308,50.01554108259585,99.98641952612562,0,0.06621240348700584,1.2064509739198335,-0.0018024004038421765,0.8990272545833524,0
2025-08-01 00:20:00,99.98650393312256,15.009365218916328,50.00881569687832,99.94564731599417,0,-0.12186876560627613,1.5959052654235129,-0.28715885080554127,-0.005428420157338327,0
2025-08-01 00:21:00,99.9756090604121,15.00864060786481,49.991937689354174,99.96808299901386,0,-0.6648086752895438,1.3580572197171532,-1.200956558706125,0.5024387561663477,0
2025-08-01 00:22:00,99.99516972183088,15.007786848642224,50.0041923568248,99.96646085588289,0,0.02645808756413887,1.019837326361502,-0.5102516452621442,0.5127052348808894,0
2025-08-01 00:23:00,99.9926972501178,15.00824655459724,49.997747192950015,99.95676484789284,0,-0.1582325546608264,1.2037575225916137,-0.8657518712153122,0.3949662295399691,0
2025-08-01 00:24:00,99.98584400496318,15.009235107839704,49.992840403867504,99.94555830323624,0,-0.5141718683193419,1.5871544431733189,-1.1354150751014165,0.2774661399912021,0
2025-08-01 00:25:00,99.98020986815536,15.009275364341704,49.9933345641117,99.95272749476356,0,-0.9081728176662927,1.6051476951658614,-1.0749049661028263,0.4286215426699878,0
2025-08-01 00:26:00,99.98872681512422,15.00798897100662,50.00704563478518,99.93485236799768,0,-0.6617745592239385,1.0927870494393643,-0.3745872697959242,0.20233731250201542,0
2025-08-01 00:27:00,99.99457392015404,15.006628712640332,50.00728608227558,99.8897488568282,0,-0.49963413965969755,0.5274773830937025,-0.37462683963813864,-0.46713381999794434,0
2025-08-01 00:28:00,100.00117764193958,15.005201576238145,49.99289667676183,99.89789145289237,0,-0.3040157963018504,-0.08547390412010182,-1.0705256936212189,-0.2787217512110186,0
2025-08-01 00:29:00,100.00807077798773,15.003433954125205,49.99942320081118,99.9082735128515,0,-0.06755793427384031,-0.8817724834465444,-0.7570751458268521,-0.03560919173274162,0
